gene_id,Adipose_Aggregate,Brain_Aggregate,Heart_Aggregate,Liver,Muscle_Skeletal
ENSG00000223972,0.006489487,0.010534445,0.007840605,0.009827934,0.008353565
ENSG00000227232,4.123464573,2.751598961,1.415163408,1.94230531,1.66335193
ENSG00000278267,0.018358554,0.009542193,0.013634805,0.006349558,0.009070735
ENSG00000243485,0.017605546,0.033563757,0.026314735,0.024817619,0.021895592
ENSG00000237613,0.006839721,0.010768704,0.010998469,0.009092385,0.009237222
ENSG00000268020,0.039302395,0.069787233,0.069198118,0.052716593,0.053789626
ENSG00000240361,0.05514155,0.094673144,0.096054768,0.077504425,0.079223375
ENSG00000186092,0.071074752,0.144675576,0.171457798,0.122413938,0.111833848
ENSG00000238009,0.03518229,0.038236558,0.024093527,0.030188783,0.023229756
ENSG00000233750,0.043999683,0.030433082,0.018313595,0.031402757,0.009836171
ENSG00000268903,5.532562185,2.31946221,1.900309578,4.334837168,0.419620187
ENSG00000269981,8.472920962,2.801085745,3.093611777,6.122034513,0.797609639
ENSG00000239906,0.285254622,0.065448171,0.069680982,0.163060708,0.025789352
ENSG00000241860,0.191766331,0.112754188,0.080811146,0.06589992,0.064158562
ENSG00000222623,0.003498389,0.000499697,0.00076794,0.00159292,0
ENSG00000241599,0.001570041,0.002193916,0.002657561,0.003645354,0.002044633
ENSG00000279928,0.114887091,0.109945554,0.079774665,0.094493584,0.098777597
ENSG00000279457,7.046901937,5.745544611,2.52518919,3.327716814,3.311107098
ENSG00000273874,0.01030805,0.004815817,0.002562407,0,0.005401743
ENSG00000228463,0.969413563,0.645789421,0.297191248,0.225824292,0.310379239
ENSG00000236679,0.093719889,0.105181542,0.064038554,0.034701504,0.041284994
ENSG00000236743,0.005110062,0.003034858,0.001786434,0.001754956,0.002041258
ENSG00000236601,0.024295503,0.041218484,0.04024402,0.033786947,0.034233786
ENSG00000237094,0.233334655,0.22439383,0.118457231,0.098162969,0.11912259
ENSG00000269732,0.090965077,0.16449307,0.173784847,0.112508407,0.130050025
ENSG00000278566,0.0508974,0.085158028,0.090677307,0.067715575,0.071331993
ENSG00000233653,0.015126772,0.016327295,0.015257261,0.01062808,0.014170346
ENSG00000250575,0.040414224,0.025696857,0.019928606,0.026865796,0.015859539
ENSG00000278757,0.006481939,0.000576253,0.001162948,0,0.000507721
ENSG00000230021,0.044957594,0.059272271,0.03502603,0.042432774,0.03754967
ENSG00000235146,0.005457785,0.011727244,0.01013614,0.002732478,0.008846588
ENSG00000225972,339.4690773,321.2435632,503.8542035,196.1252434,401.9739651
ENSG00000225630,1123.410237,1414.327004,1435.838002,852.9639956,937.9122366
ENSG00000237973,108.8188213,230.7645728,370.9060934,237.158854,230.5116314
ENSG00000229344,26.16661926,55.45909376,53.39034422,37.76141593,37.22156164
ENSG00000240409,21.62752476,32.19723427,43.67061409,32.0774292,30.1904259
ENSG00000248527,3637.914112,6164.301505,7855.316407,5547.301814,4993.699751
ENSG00000198744,50.45440015,103.0986516,139.9329707,64.62968142,73.8562391
ENSG00000268663,0.050047534,0.086721314,0.094502039,0.093177168,0.070543176
ENSG00000273547,0.038750703,0.061817246,0.06281542,0.047897478,0.05453467
ENSG00000283574,0,0,0,0,0
ENSG00000229376,0.134157685,0.190858709,0.146892823,0.196352522,0.13066112
ENSG00000228327,2.535164508,0.998836283,0.845685679,1.285311062,0.805688879
ENSG00000223181,0.028576073,0.046939407,0.043868616,0.033651062,0.037251059
ENSG00000229905,0.0539642,0.077211539,0.09190083,0.078252168,0.068573051
ENSG00000237491,0.53531135,0.840797227,0.295705697,0.438036726,0.309775517
ENSG00000230092,1.305884695,0.59093162,0.482054826,0.462604381,0.778038555
ENSG00000177757,1.516640933,0.487648878,0.337817794,0.160873451,0.295039191
ENSG00000228794,8.50705646,7.348946973,14.08679811,4.203097345,12.41693773
ENSG00000225880,4.461453888,3.749599232,2.469161405,3.054673451,2.162816563
ENSG00000230368,0.089801365,0.215501818,0.1458395,0.074972695,0.290229402
ENSG00000234711,0.089092136,0.165694143,0.17920424,0.097957788,0.157625367
ENSG00000283040,0.043788437,0.072419744,0.06789268,0.057820885,0.067919801
ENSG00000272438,0.214622811,0.398483105,0.415614307,0.239028009,0.0750866
ENSG00000230699,0.172257807,0.230151101,0.353333954,0.186480044,0.075006823
ENSG00000241180,0.002718115,0.014526903,0.013840331,0.005750885,0.014026276
ENSG00000223764,1.984522197,1.003929392,3.321830554,1.859810619,0.270442802
ENSG00000187634,2.669762878,1.519726369,4.405589273,2.069460177,0.525074795
ENSG00000188976,52.36039709,35.40396001,27.36592324,30.22740265,63.6260274
ENSG00000187961,10.19540846,8.615791296,4.151723032,6.197336283,2.533190286
ENSG00000187583,0.769186971,0.169191145,0.301055042,0.811557257,0.599506488
ENSG00000187642,0.537997335,0.185733023,48.29293028,0.413614779,134.5657024
ENSG00000272512,5.71044352,3.245620966,5.281904437,1.023481239,2.203930199
ENSG00000188290,28.27199916,20.62254357,29.92218209,4.693287168,6.264795517
ENSG00000187608,50.0226942,46.25816207,21.7207662,53.91154425,8.25056538
ENSG00000231702,0.207979277,0.1397957,0.277950674,0.075688142,0.125472067
ENSG00000224969,0.340709215,0.465213628,0.374459696,0.175941814,0.197747435
ENSG00000188157,22.97434936,19.86074808,9.077252349,14.42248673,2.752259402
ENSG00000217801,0.435859722,1.827292866,0.252980934,1.173212965,0.116447654
ENSG00000273443,0.124157772,0.308288692,0.106724079,0.432343142,0.073353798
ENSG00000237330,0.073259161,0.091606302,0.088304708,0.068895708,0.082164883
ENSG00000131591,8.107427275,7.532753772,2.763746258,4.309199115,1.5563066
ENSG00000223823,0.098937562,0.110375558,0.106390538,0.110782611,0.088652758
ENSG00000207730,0.067133489,0.066485358,0.07406608,0.069235752,0.060298132
ENSG00000207607,0.07197592,0.051528513,0.041616353,0.051670885,0.04443188
ENSG00000198976,0.061642468,0.073165199,0.069239562,0.101914159,0.063457285
ENSG00000272141,0.297277182,0.114081995,0.09488118,0.945952345,0.083791831
ENSG00000205231,1.075964019,0.127283041,0.077395585,0.05166231,0.103981548
ENSG00000162571,1.682380937,0.25959668,0.151503488,0.089440832,0.219287659
ENSG00000186891,2.533882817,2.144647433,0.377395746,0.566326814,0.298197484
ENSG00000186827,14.95501431,0.967003602,5.171585288,0.736175221,2.135328257
ENSG00000078808,141.2195985,75.27037943,92.98863594,110.7521239,59.58804483
ENSG00000176022,15.15733254,12.62311138,7.355836679,10.04986283,7.988871731
ENSG00000184163,3.167959527,1.330303368,0.806590761,1.349410177,0.768997796
ENSG00000260179,0.625862204,0.590414854,0.340170628,0.767488628,0.387954147
ENSG00000160087,23.36936292,17.12041546,11.33653855,14.5084115,16.23465006
ENSG00000230415,3.606170139,6.878858723,1.772896177,2.526111504,1.341309875
ENSG00000162572,6.917952957,16.75956367,3.164503606,6.671945575,2.125457161
ENSG00000131584,43.43196345,154.8993279,29.99846884,21.14598673,22.70054047
ENSG00000278073,0.039448286,0.072983779,0.061504925,0.050676106,0.056675965
ENSG00000169972,12.85351492,10.10578717,7.167466758,9.280707965,6.190549191
ENSG00000127054,46.93455896,41.07752851,23.83829313,22.09731858,37.77942715
ENSG00000283712,0.055150362,0.086943188,0.06280179,0.047431858,0.05733213
ENSG00000240731,18.71172976,17.41703886,8.598284465,6.473495575,12.29392154
ENSG00000224051,24.31338374,18.28397355,35.82153519,41.67292035,25.12129016
ENSG00000169962,0.58609646,0.744753782,0.850001886,0.894863584,0.969988792
ENSG00000107404,57.14451311,72.06237955,42.09590983,37.42212389,155.6116314
ENSG00000284372,0.028858886,0.034316999,0.047944674,0.037731416,0.031726152
ENSG00000162576,178.160843,12.36282981,38.01214499,8.57679646,18.76510834
ENSG00000175756,82.54090891,74.38238797,82.1923631,76.22933628,107.4618431
ENSG00000223663,0.264857543,0.418153731,0.219568341,0.406964513,0.192459465
ENSG00000221978,177.124854,88.22535457,58.7799631,122.8740708,50.78525529
ENSG00000224870,12.40444687,13.84202334,6.597545293,20.27757522,5.858985056
ENSG00000242485,72.09527058,52.235151,50.67224185,41.57100885,80.58384807
ENSG00000272455,2.701740175,6.017673883,1.633483654,3.282713274,2.284947696
ENSG00000235098,7.635874561,19.17429499,2.121619674,0.766149823,1.265789029
ENSG00000225905,1.401129796,3.371370774,0.388795983,0.188098982,0.260701731
ENSG00000205116,0.174705071,18.74348946,0.210905528,0.160971416,0.150827397
ENSG00000225285,2.792015446,0.880120366,0.685653854,1.954399558,0.303709875
ENSG00000179403,26.49012959,21.04221045,11.26119029,39.73441593,2.92911594
ENSG00000215915,1.60353648,2.365750945,0.663930276,3.708869469,0.130891509
ENSG00000160072,23.94180497,15.01570475,9.318963507,16.0930177,8.282249066
ENSG00000197785,16.44049304,10.43325225,10.32854248,15.00876106,17.70511457
ENSG00000205090,3.512119739,23.11792097,2.724428828,0.514324779,1.408917559
ENSG00000160075,49.63906379,37.19750728,24.64312761,27.11619469,52.55511831
ENSG00000215014,0.989231815,1.646437328,0.282724333,0.626461062,0.50828609
ENSG00000274481,0.060715615,0.090573609,0.099054318,0.065532832,0.077019938
ENSG00000228594,2.148004611,19.61289034,1.637975368,0.500354823,0.325519925
ENSG00000272106,7.702099003,28.71448183,6.185365455,4.177641593,15.49431258
ENSG00000197530,26.23974974,33.25950988,21.04187847,15.80234956,46.42569116
ENSG00000189409,1.042255525,0.178803721,1.153937354,0.286741549,0.064229888
ENSG00000248333,28.24340969,20.46517786,13.48143702,11.45526106,36.36978705
ENSG00000272004,0.116833643,0.067174757,0.032644967,0.072519912,0.040921395
ENSG00000189339,21.90581305,18.00443412,7.820187103,10.12413274,11.3082142
ENSG00000269737,3.13758383,1.326174942,1.000213635,0.898928761,0.798103798
ENSG00000215914,0.730316082,0.266384077,0.197687996,0.73900031,0.048065019
ENSG00000008128,21.5116142,11.37529585,7.308215329,11.26611504,11.26598144
ENSG00000227775,6.235367111,5.61295016,2.40204881,2.215139823,2.817366127
ENSG00000215790,3.926461332,3.536826406,1.316963509,1.281788938,1.865880324
ENSG00000008130,56.64406535,12.96449944,13.43392198,54.0319469,10.6010411
ENSG00000078369,211.5443556,245.0242469,68.51994867,55.30053097,35.6732005
ENSG00000231050,0.94932204,1.898274574,0.351420614,0.335167345,1.427103674
ENSG00000169885,1.201777225,1.276102633,0.225857018,1.962619469,17.14619415
ENSG00000178821,1.856235856,2.186712777,0.564328857,5.70760354,94.86715567
ENSG00000142609,0.074271698,2.884386659,0.01961145,1.337117792,0.018616141
ENSG00000233542,0.065526104,21.38359672,0.054053443,0.023453783,0.027679516
ENSG00000187730,0.583389472,114.9355049,0.528370741,0.15382208,0.210528826
ENSG00000226969,0.008651327,0.020542341,0.013066406,0.050903717,0.003304844
ENSG00000067606,0.778486407,35.7534482,2.532577325,3.02285,0.129943314
ENSG00000271806,0.0305426,0.279983995,0.017172987,0.05687446,0.004994401
ENSG00000182873,2.057397793,13.83104694,1.533479659,2.246379204,0.775710685
ENSG00000162585,10.13976748,6.689848184,4.666501522,5.891544248,3.072511831
ENSG00000234396,0.710704548,0.184927829,0.107854204,0.96939646,0.045576787
ENSG00000157933,69.73521479,55.97088959,25.52180247,18.23411062,18.83483686
ENSG00000116151,1.393913168,3.860041918,0.466332808,0.759489823,0.590799377
ENSG00000272161,0.23007001,2.59507394,0.091956296,0.196390531,0.149556712
ENSG00000269896,1.78656834,6.507575427,0.659446081,0.887183186,0.475924421
ENSG00000272420,1.129646302,13.2072123,0.646402062,1.135044425,0.338504521
ENSG00000157916,57.56806693,25.83532264,23.97295827,58.16561947,30.80982565
ENSG00000157911,14.37954202,15.13793934,5.907388775,6.896030973,8.865173101
ENSG00000149527,1.285289834,40.56360099,0.225222583,6.605118142,0.144841989
ENSG00000224387,0.107527806,2.471855996,0.041713384,0.304553982,0.022423636
ENSG00000229393,0.108721516,2.693903329,0.04466097,0.347502832,0.027468717
ENSG00000157881,14.07333666,12.02246442,12.35565398,7.353513274,18.72691656
ENSG00000197921,0.718579653,6.719250007,1.641982686,0.240755265,0.100012701
ENSG00000272449,2.173088644,5.898299668,0.925824157,2.478478319,0.336714919
ENSG00000238164,2.793233076,0.408592227,0.878024544,2.789076549,0.398667161
ENSG00000157873,91.74539242,12.46694434,20.29237813,50.64340708,8.117514321
ENSG00000225931,0.409299415,0.098504848,0.134345994,0.135900044,0.05061467
ENSG00000228037,2.099974678,0.458942669,0.510943953,0.389786858,0.423462279
ENSG00000157870,15.126101,31.60973407,5.078494096,5.939517699,1.281161146
ENSG00000142606,0.768092495,0.503340775,0.095343597,0.083879659,0.039435715
ENSG00000237058,0.003332692,0.198713629,0.000609856,0,0.001477086
ENSG00000215912,0.52770949,0.796195884,0.148142395,0.12339208,0.049729729
ENSG00000283259,0.004686949,0.085629831,0.001060556,0.00512354,0.001986912
ENSG00000233234,0.000767003,0.001026348,0.000540675,0.00115854,0.000785392
ENSG00000231630,0.000896739,0.004693462,0.000798094,0.00177792,0.001095143
ENSG00000169717,0.040419119,0.020063395,0.012425505,0.032090796,0.043889851
ENSG00000177133,2.420704079,11.1773904,3.355583958,0.266565841,0.274018555
ENSG00000142611,2.463324156,2.859302246,2.23414647,0.181808673,0.340125417
ENSG00000283572,0.000904525,0.001446841,0.00046088,0,0.000727397
ENSG00000226286,0.0621176,0.019957609,0.087318247,0.009402611,0.011314396
ENSG00000279839,0.027825279,0.028716408,0.025608141,0.004958058,0.004458676
ENSG00000272235,0.045090094,0.192888702,0.122157868,0.005446925,0.011106497
ENSG00000130762,3.662852328,1.582600181,0.640467466,5.48840708,1.00699391
ENSG00000272088,0.632507047,0.132235503,0.103770978,0.306048319,0.067477186
ENSG00000162591,40.36811396,2.151701531,8.35577204,3.683791593,3.93143188
ENSG00000207776,0.002152057,0.001547585,0.000546297,0.001930088,0
ENSG00000238260,1.563090126,5.847092283,0.754886672,0.806203142,0.421455965
ENSG00000158109,75.55170438,93.59898113,35.61554865,62.63628319,52.53508095
ENSG00000116213,21.31356147,15.28173042,8.809085907,8.855146018,11.20712951
ENSG00000078900,0.105126936,2.303912796,0.081204018,0.176664903,0.228997821
ENSG00000227589,0.013697903,0.033072227,0.008787084,0.092582301,0.009070523
ENSG00000235131,0.003295108,0.078509978,0.003439753,0.00247146,0.024849352
ENSG00000227372,16.19580745,10.86912333,9.284733743,6.282265487,8.7239066
ENSG00000162592,0.015016536,0.044469386,0.040061093,0.007949044,0.092583088
ENSG00000235169,1.945561499,1.324858561,11.00206449,4.353476549,0.462438929
ENSG00000130764,27.86804426,25.91347016,20.30248624,18.90173009,60.87178082
ENSG00000266075,0.649368638,0.389364489,0.329566151,0.612790664,0.080706787
ENSG00000272153,4.170489003,3.004569974,1.741320899,3.647706637,1.074657634
ENSG00000116198,10.89099137,8.902008369,4.512238551,5.799800885,7.289520548
ENSG00000169598,5.486260393,7.27158084,2.37897103,3.542954425,1.659927397
ENSG00000198912,18.37410323,10.00848121,6.579404532,11.90397345,9.254753425
ENSG00000236423,0.224916821,0.100870165,0.2102226,0.603929912,0.565522286
ENSG00000233304,0.001627053,0.137876853,0.000948275,0.002241996,0.02750477
ENSG00000226374,0.002646085,0.047252691,0.001051003,0.004259027,0.044198244
ENSG00000229280,0.009776355,0.005622828,0.004956511,0.00472854,0.008029564
ENSG00000235054,0.001818941,0.010094339,0.005507691,0.001342566,0.000979605
ENSG00000227169,0.000437408,0.000553281,0.000224289,0,0.000595766
ENSG00000232596,0.000792652,0.006913249,0.000330742,0.000474956,0.001073629
ENSG00000196581,0.635434983,5.387407909,0.066513628,0.124009482,0.099179874
ENSG00000231510,0.000738283,0.004737836,0.000142371,0.000434248,0.00043
ENSG00000260972,0.005804944,0.010504876,0.007183907,0.001429956,0.02140442
ENSG00000283356,0.00127366,0.002425408,0.00072875,0,0.000233126
ENSG00000236948,0.062129815,0.458782602,0.062815956,0.001958451,0.007247995
ENSG00000264341,0.001601262,0.001524477,0.000726107,0.00149469,0
ENSG00000264101,0.002544745,0.001606062,0.001396504,0,0.001727397
ENSG00000131697,8.70856147,5.678722013,2.394637912,1.779285398,2.324798007
ENSG00000069424,10.75860178,59.43179284,5.941469464,3.535980088,5.182913574
ENSG00000116254,0.344030567,32.5454039,0.200449132,0.058153235,0.129644285
ENSG00000116251,226.8829623,100.8723165,64.3901901,55.39774336,124.1189041
ENSG00000226944,1.11769001,1.781048163,0.919776715,1.140008053,0.194396862
ENSG00000158286,8.055703514,9.461814703,31.315335,9.109384956,2.136552055
ENSG00000116237,38.1678995,21.71490104,24.08479887,10.82985398,48.79353674
ENSG00000225077,0.058749874,0.119422772,0.029698366,0.494134735,0.151365106
ENSG00000173673,0.006339142,0.026020245,0.002593876,0.001720177,0.005407111
ENSG00000158292,24.85810389,5.965100826,7.427252471,5.445721239,1.685808468
ENSG00000097021,10.21296041,65.66496454,5.746851954,8.13760177,2.305358406
ENSG00000069812,0.132119492,0.019200606,0.022036121,0.056688053,0.025493852
ENSG00000187017,0.285206114,1.258123787,0.159632252,19.62974336,0.044682285
ENSG00000265392,0.001190987,0.001786958,0,0.002992035,0.002066002
ENSG00000231868,0.016349821,0.017477316,0.005736674,0.015205265,0.005323288
ENSG00000215788,21.09527745,77.27087128,8.882593482,3.414059292,2.393463387
ENSG00000171680,22.64482561,45.74746943,8.58044476,1.403064159,2.504058157
ENSG00000162408,7.860463142,5.821390898,3.289613029,4.205482301,6.413863014
ENSG00000253022,0.021467109,0.011822414,0.011218644,0.009229204,0.007055205
ENSG00000229519,0.393431442,0.208501579,0.105631289,0.16846854,0.09697193
ENSG00000173662,0.150958506,0.142850072,0.034827466,0.059805885,0.213267568
ENSG00000204859,21.16764618,12.68627658,8.116468653,23.03131416,9.090889166
ENSG00000162413,30.70681413,18.10547421,30.41671954,11.70882743,96.44737235
ENSG00000116273,21.99431553,8.513649882,6.665530375,6.37799115,8.838346202
ENSG00000041988,14.40391357,10.11069627,5.683261674,6.442269912,8.628545455
ENSG00000007923,16.97767962,11.86524146,14.25951767,10.51787168,17.66832503
ENSG00000228750,0.003505258,0.021034203,0.001838749,0.00232254,0.002340441
ENSG00000237436,0.235527843,0.424118562,0.181556989,0.142676283,0.387696663
ENSG00000171735,5.851939114,20.13913584,5.54355203,2.973965044,4.692917808
ENSG00000227950,0.065662234,0.034535565,0.031911929,0.011482345,0.018202017
ENSG00000237365,0.004965061,0.019883427,0.040901733,0.002057522,0.0138399
ENSG00000207056,0.003465846,0.035203055,0.000956522,0.001626991,0.001667621
ENSG00000237402,0.18253178,0.212340723,0.072039863,0.040092168,0.250339041
ENSG00000237728,0.007161764,0.010960742,0.003387728,0.001252434,0.00475254
ENSG00000225126,0.486758074,0.098336362,0.04588487,0.009758496,0.027683985
ENSG00000270171,0.070477754,4.864629018,0.083819938,0.025204301,0.025487534
ENSG00000270035,0.305376082,2.407539569,0.243726253,0.075199027,0.053050635
ENSG00000269978,0.793177406,3.678926288,0.588239796,0.142228584,0.108857123
ENSG00000049245,134.7775097,60.82412718,38.41344862,20.99362389,49.83219178
ENSG00000269925,3.780623365,3.440675792,1.482849125,1.55499115,0.676906177
ENSG00000049246,16.35740686,23.5201214,6.021798218,11.19145088,9.022018057
ENSG00000236266,1.45854918,1.235672833,0.745954024,1.039992124,0.413498306
ENSG00000049247,0.220113109,0.65183136,0.041714938,0.081108717,0.056476015
ENSG00000049249,0.129358657,0.025962127,0.044858855,0.068469013,0.010250807
ENSG00000270330,0.011098064,0.007823247,0.005297812,0.005260664,0.007946924
ENSG00000116288,185.6821803,186.7204098,127.6902943,108.7600885,223.058406
ENSG00000200344,0.2074478,0.122332029,0.092732236,0.182328761,0.144244832
ENSG00000116285,182.6081358,17.66533237,23.82871704,248.7628319,149.0704384
ENSG00000238290,0.260490849,0.189953924,0.067962773,0.3978,0.188714334
ENSG00000232848,0.055131433,0.025927624,0.01982601,0.032171283,0.03869208
ENSG00000229305,0.006007247,0.003345907,0.003351176,0.015887168,0.024012528
ENSG00000227634,0.021785694,0.012316065,0.02790676,0.89177292,0.072907833
ENSG00000200975,0.001538886,0.001957751,0,0.017055177,0.004589415
ENSG00000233645,0.008665713,0.002240081,0.001993138,0.010705354,0.006694172
ENSG00000251977,0.002998819,0.001814441,0.000560235,0.029576549,0.003205604
ENSG00000162426,5.152172562,13.32043471,1.997835969,0.291468142,1.232967497
ENSG00000252254,0.251274971,0.095574796,0.059402738,0.017412832,0.039624533
ENSG00000142599,62.49757124,30.28418714,34.70759764,11.92666814,88.26882939
ENSG00000232912,1.441150248,0.357618992,0.384307563,0.365925,1.390231457
ENSG00000221083,0.057767489,0.414954564,0.043341627,0.090229558,0.008558605
ENSG00000270282,0.050780374,0.149287922,0.028255306,0.033643186,0.017337559
ENSG00000234619,0.085834522,0.0428505,0.027951733,0.020555894,0.043996426
ENSG00000224315,0.081345362,0.07262219,0.027697965,0.02587708,0.033241071
ENSG00000222511,0.023035095,0.019365055,0.00383,0.003480531,0.012933624
ENSG00000226545,0.024463389,0.023509537,0.006911746,0.006858319,0.009060884
ENSG00000228423,0.045785829,0.033900589,0.016390401,0.014184823,0.007514259
ENSG00000229716,0.013764533,0.014385603,0.006024036,0.009601416,0.018211245
ENSG00000074800,645.1654481,529.5597414,202.0849496,390.1115929,160.2435492
ENSG00000274258,0.170792398,0.030443137,0.087531963,0.154870354,0.027630635
ENSG00000236269,0.637725511,0.112276377,0.1965591,0.236026195,0.129706837
ENSG00000230679,0.982568385,0.478685706,0.264194031,0.303187434,0.426364832
ENSG00000201725,0.015963784,0.013405254,0.002369089,0.020837655,0.006925529
ENSG00000238249,0.0802842,0.04628325,0.027397517,0.023457699,0.039624421
ENSG00000232208,0.03131251,0.078675317,0.020601912,0.01323615,0.014551345
ENSG00000232663,0.017651841,0.039225488,0.037395508,0.033543009,0.01699203
ENSG00000131686,0.245969002,0.020983331,0.010275168,0.007864752,0.013161264
ENSG00000265141,0.005007514,0.001625709,0.001629193,0.000831947,0.001631656
ENSG00000197241,0.044037994,0.007360148,0.026936541,0.003662522,0.006395334
ENSG00000142583,6.805535877,5.692569864,0.989494233,0.245912743,14.11792042
ENSG00000252404,0.003891689,0.003056507,0.002969053,0,0.003897634
ENSG00000180758,4.015769611,0.408123329,5.694235679,6.657637168,16.05602615
ENSG00000228526,6.283520644,1.533218281,1.674818392,2.940932301,1.092173412
ENSG00000234546,0.863006868,0.269692348,0.2582689,0.439861239,0.216641863
ENSG00000281937,0.138652255,0.114396516,0.03142203,0.027278496,0.038789583
ENSG00000049239,54.16240269,7.573086743,16.07838402,74.85477876,39.95267123
ENSG00000171621,63.58810572,6.517897233,11.43463335,29.63820796,29.92282192
ENSG00000252956,0.025495125,0.004375929,0.003975694,0.127688938,0.012885928
ENSG00000235263,0.76223278,0.029517539,0.04567995,1.221315487,16.72531726
ENSG00000171612,8.438213584,10.58952801,3.621807402,8.637606195,13.14914869
ENSG00000231181,0.92279623,0.384944769,0.399421091,1.344680088,0.841919738
ENSG00000188807,5.412278693,6.495828209,5.631442429,1.484466814,19.84857908
ENSG00000171608,11.09434056,5.460932183,2.608897086,2.548890708,1.024364757
ENSG00000179840,0.081577972,0.026894946,0.017256566,0.021129912,0.007686078
ENSG00000233268,0.008114947,0.003772186,0.001943624,0.005545487,0.003589851
ENSG00000231789,1.399644582,0.221426019,0.510132006,0.221625752,0.107647173
ENSG00000171603,52.53443063,173.6916556,31.90132283,6.174287611,18.47166874
ENSG00000271264,0.01339815,0.01353072,0.005981449,0.001927168,0.007672229
ENSG00000280113,0.026879385,0.125957315,0.013680594,0.009706142,0.009060248
ENSG00000178585,24.5284178,30.70883969,18.12746708,6.936075221,7.816386052
ENSG00000162441,14.18165433,11.85089634,8.601246585,6.173026549,8.747826899
ENSG00000228150,0.456061449,0.218307701,0.26189276,0.257436195,0.444261569
ENSG00000173614,4.435333435,2.754942761,4.994693692,3.385061947,7.658019925
ENSG00000202415,0.28011048,0.145063105,0.325967643,0.143124292,1.512830847
ENSG00000283611,0.184780904,0.174535933,0.051394661,0.014253363,0.04324726
ENSG00000265521,0.001882293,0.001330456,0.003300123,0.001929204,0.004150685
ENSG00000162444,354.5050209,10.11598817,28.22078031,3.151790708,8.210891781
ENSG00000130939,19.4538569,18.32199988,14.02995788,8.039756637,27.99443088
ENSG00000224340,0.044106319,0.017908134,0.015287995,0.018874027,0.012396762
ENSG00000233623,0.078621982,0.023504325,0.032708633,0.051384071,0.016760598
ENSG00000201746,0.147590191,0.097130041,0.071967484,0.029365487,0.071102117
ENSG00000054523,11.38038483,51.41134938,9.400604986,5.325429204,65.54327522
ENSG00000264881,0.005061701,0.005748298,0.001930597,0,0.004067497
ENSG00000199562,0.168687428,0.387682076,0.100988322,0.103122566,0.124521046
ENSG00000142657,165.265905,44.15948224,23.18878613,50.86884071,24.31157036
ENSG00000271989,0.022595468,0.034669666,0.005908338,0.010694248,0.009933051
ENSG00000175279,7.612681609,9.319013258,3.731946643,5.627255752,3.552310336
ENSG00000241563,1.279395658,16.74941464,0.437656734,1.180038053,0.289733898
ENSG00000160049,13.5781128,11.84781139,6.720051172,6.477548673,7.693205479
ENSG00000142655,23.46349354,20.03402658,12.22905525,19.7204469,15.28438854
ENSG00000243267,0.314803376,0.16033852,0.117000015,0.155325929,0.098960137
ENSG00000130940,3.325686611,0.418827219,7.566140655,1.441070796,16.46140224
ENSG00000272078,0.934879553,0.243414385,1.380932399,0.435440841,0.786368244
ENSG00000225158,0.001012659,0.001022135,0.003076205,0.001316814,0.001715803
ENSG00000175262,0.379845734,0.752340754,0.25961982,0.067862004,5.799654757
ENSG00000215785,0.079606953,0.103893343,0.044083099,0.273350221,0.073590137
ENSG00000120948,66.920674,50.66153538,31.33852514,36.73,49.22470735
ENSG00000009724,3.37924895,4.189445,1.100593555,122.8061062,2.23446472
ENSG00000271895,20.99585532,37.50869821,5.847064783,9.084557522,11.94942092
ENSG00000116649,85.14016627,52.96384854,46.9145292,42.0274646,70.3352802
ENSG00000171824,59.01617495,42.80796801,18.11282767,15.55660619,29.46915068
ENSG00000226849,4.523346062,2.836525129,1.525435697,1.732344248,1.289891532
ENSG00000230337,0.819983121,1.690893509,0.176139993,0.384438673,0.174397684
ENSG00000198793,13.56743753,11.71047481,7.765819874,8.230261062,15.79003861
ENSG00000225602,0.071671575,0.043474537,0.020203287,0.014429602,0.022978456
ENSG00000253086,0.014180636,0.00527652,0.004782391,0,0.003889664
ENSG00000171819,22.3987425,1.395991056,4.348199465,0.093466881,7.254722676
ENSG00000207451,0.03052088,0.00956521,0.022893528,0.014559735,0.007091407
ENSG00000238173,0.056966569,0.019234611,0.023725669,0.016115619,0.025804807
ENSG00000120942,8.877180515,4.498255873,3.806674914,5.338044248,9.333749689
ENSG00000238199,0.155498805,0.036905235,0.03948154,0.057888761,0.040649776
ENSG00000224338,0.001701492,0.007144291,0.00540437,0.001265265,0.001848057
ENSG00000204624,0.067524193,3.454782164,0.053041327,0.01546319,0.04854695
ENSG00000235643,0.006149167,0.05911017,0.011066079,0.029395044,0.003962918
ENSG00000116661,6.888793979,209.4480783,6.331123793,18.42079646,3.78233198
ENSG00000132879,16.64786121,113.2781453,13.29198757,15.56111504,4.881361146
ENSG00000116663,11.10856554,11.45556685,6.36676116,12.83688053,14.09441843
ENSG00000116670,19.36549158,14.88376331,8.453606735,15.8029646,17.13582067
ENSG00000162490,0.078321184,1.042136913,0.043541185,0.025163628,0.012256672
ENSG00000177674,35.00956929,8.936073245,12.64922573,10.05367699,20.68321171
ENSG00000215910,0.029016202,0.015384838,0.024518841,0.023857168,0.01282923
ENSG00000177553,0.006321721,0.003221613,0.012802041,0.005858097,0.004784022
ENSG00000177000,12.79114203,6.88089208,12.45440021,6.064911504,7.501250311
ENSG00000011021,20.4326384,23.36958477,9.396525926,8.774973451,8.939027397
